Rivers,Gauge Sites,Date,Up Stream,Down Stream
INDUS,Guddu,20-Sept-19,137972,113835
INDUS,Sukkar,20-Sept-19,91055,37600
INDUS,Kotri,20-Sept-19,52419,17614
JHELUM,Kotli,20-Sept-19,-,2900
JHELUM,Mangla,20-Sept-19,18000,39229
JHELUM,Rasul,20-Sept-19,36425,23610
CHENAB,Jammu Tavi,20-Sept-19,-,-
CHENAB,Marala,20-Sept-19,36538,7688
CHENAB,Khanki,20-Sept-19,12440,4687
CHENAB,Qadirabad,20-Sept-19,14856,Nil
CHENAB,Trimmu,20-Sept-19,21947,5847
CHENAB,Punjnad,20-Sept-19,21094,4914
RAVI,Jassar,20-Sept-19,-,5676
RAVI,Balloki,20-Sept-19,28060,3660
RAVI,Sidhnai,20-Sept-19,15661,661
SUTLEJ,Sulemanki,20-Sept-19,19624,6307
SUTLEJ,Islam,20-Sept-19,6843,4293
INDUS,Kalabagh,21-Sept-19,160390,151990
INDUS,Chashma,21-Sept-19,148583,142283
INDUS,Taunsa,21-Sept-19,151913,126183
INDUS,Guddu,21-Sept-19,137660,11360
INDUS,Sukkar,21-Sept-19,91025,37600
INDUS,Kotri,21-Sept-19,52419,17614
JHELUM,Kotli,21-Sept-19,-,3010
JHELUM,Mangla,21-Sept-19,17000,30815
JHELUM,Rasul,21-Sept-19,28615,15800
CHENAB,Jammu Tavi,21-Sept-19,-,-
CHENAB,Marala,21-Sept-19,34796,5946
CHENAB,Khanki,21-Sept-19,12440,4687
CHENAB,Qadirabad,21-Sept-19,16195,Nil
CHENAB,Trimmu,21-Sept-19,21947,5847
CHENAB,Punjnad,21-Sept-19,21094,4914
RAVI,Jassar,21-Sept-19,-,5507
RAVI,Balloki,21-Sept-19,26840,2440
RAVI,Sidhnai,21-Sept-19,15661,661
SUTLEJ,Sulemanki,21-Sept-19,17982,4665
SUTLEJ,Islam,21-Sept-19,6843,4293
INDUS,Kalabagh,21-Sept-19,167567,159167
INDUS,Chashma,21-Sept-19,151148,144948
INDUS,Taunsa,21-Sept-19,147988,122898
INDUS,Guddu,21-Sept-19,137660,111360
INDUS,Sukkar,21-Sept-19,91025,37600
INDUS,Kotri,21-Sept-19,52419,17614
JHELUM,Kotli,21-Sept-19,-,3120
JHELUM,Mangla,21-Sept-19,16000,30815
JHELUM,Rasul,21-Sept-19,32520,19705
CHENAB,Jammu Tavi,21-Sept-19,-,-
CHENAB,Marala,21-Sept-19,32717,5000
CHENAB,Khanki,21-Sept-19,11485,3732
CHENAB,Qadirabad,21-Sept-19,16195,Nil
CHENAB,Trimmu,21-Sept-19,23860,7760
CHENAB,Punjnad,21-Sept-19,19372,3092
RAVI,Jassar,21-Sept-19,-,4829
RAVI,Balloki,21-Sept-19,26840,2440
RAVI,Sidhnai,21-Sept-19,15661,661
SUTLEJ,Sulemanki,21-Sept-19,17982,4665
SUTLEJ,Islam,21-Sept-19,6843,4293
INDUS,Kalabagh,21-Sept-19,149505,141105
INDUS,Chashma,21-Sept-19,152745,144981
INDUS,Taunsa,21-Sept-19,147988,122898
INDUS,Guddu,21-Sept-19,137660,111360
INDUS,Sukkar,21-Sept-19,91025,37600
INDUS,Kotri,21-Sept-19,51704,16199
JHELUM,Kotli,21-Sept-19,-,3010
JHELUM,Mangla,21-Sept-19,16000,39229
JHELUM,Rasul,21-Sept-19,36405,23610
CHENAB,Jammu Tavi,21-Sept-19,-,-
CHENAB,Marala,21-Sept-19,30070,5000
CHENAB,Khanki,21-Sept-19,9619,1866
CHENAB,Qadirabad,21-Sept-19,16195,Nil
CHENAB,Trimmu,21-Sept-19,21344,5244
CHENAB,Punjnad,21-Sept-19,19372,3092
RAVI,Jassar,21-Sept-19,-,4407
RAVI,Balloki,21-Sept-19,28010,3610
RAVI,Sidhnai,21-Sept-19,15872,1322
SUTLEJ,Sulemanki,21-Sept-19,17982,4665
SUTLEJ,Islam,21-Sept-19,2750,Nil
INDUS,Kalabagh,21-Sept-19,129124,120724
INDUS,Chashma,21-Sept-19,175130,169030
INDUS,Taunsa,21-Sept-19,147988,123195
INDUS,Guddu,21-Sept-19,137660,111360
INDUS,Sukkar,21-Sept-19,91025,37600
INDUS,Kotri,21-Sept-19,51704,16199
JHELUM,Kotli,21-Sept-19,-,2900
JHELUM,Mangla,21-Sept-19,13000,39229
JHELUM,Rasul,21-Sept-19,32500,19705
CHENAB,Jammu Tavi,21-Sept-19,-,-
CHENAB,Marala,21-Sept-19,29926,5000
CHENAB,Khanki,21-Sept-19,11485,3732
CHENAB,Qadirabad,21-Sept-19,13000,Nil
CHENAB,Trimmu,21-Sept-19,21344,5244
CHENAB,Punjnad,21-Sept-19,19372,3092
RAVI,Jassar,21-Sept-19,-,3901
RAVI,Balloki,21-Sept-19,28010,3610
RAVI,Sidhnai,21-Sept-19,15872,1322
SUTLEJ,Sulemanki,21-Sept-19,17982,4665
SUTLEJ,Islam,21-Sept-19,2750,Nil
INDUS,Kalabagh,22-Sept-19,133970,125570
INDUS,Chashma,22-Sept-19,173587,169151
INDUS,Taunsa,22-Sept-19,147988,123195
INDUS,Guddu,22-Sept-19,133900,107600
INDUS,Sukkar,22-Sept-19,91025,37600
INDUS,Kotri,22-Sept-19,51704,16199
JHELUM,Kotli,22-Sept-19,-,2900
JHELUM,Mangla,22-Sept-19,12000,30815
JHELUM,Rasul,22-Sept-19,24690,11895
CHENAB,Jammu Tavi,22-Sept-19,-,-
CHENAB,Marala,22-Sept-19,29543,5000
CHENAB,Khanki,22-Sept-19,8708,955
CHENAB,Qadirabad,22-Sept-19,13000,Nil
CHENAB,Trimmu,22-Sept-19,21344,5244
CHENAB,Punjnad,22-Sept-19,16280,Nil
RAVI,Jassar,22-Sept-19,-,4407
RAVI,Balloki,22-Sept-19,28010,3610
RAVI,Sidhnai,22-Sept-19,15872,1322
SUTLEJ,Sulemanki,22-Sept-19,17290,3973
SUTLEJ,Islam,22-Sept-19,2750,Nil
INDUS,Kalabagh,22-Sept-19,149512,141112
INDUS,Chashma,22-Sept-19,158157,154887
INDUS,Taunsa,22-Sept-19,147988,123699
INDUS,Guddu,22-Sept-19,133900,107600
INDUS,Sukkar,22-Sept-19,91025,37600
INDUS,Kotri,22-Sept-19,49732,13327
JHELUM,Kotli,22-Sept-19,-,3010
JHELUM,Mangla,22-Sept-19,13000,30815
JHELUM,Rasul,22-Sept-19,28565,15800
CHENAB,Jammu Tavi,22-Sept-19,-,-
CHENAB,Marala,22-Sept-19,29543,5000
CHENAB,Khanki,22-Sept-19,9619,1866
CHENAB,Qadirabad,22-Sept-19,13000,Nil
CHENAB,Trimmu,22-Sept-19,18857,2757
CHENAB,Punjnad,22-Sept-19,16280,Nil
RAVI,Jassar,22-Sept-19,-,3901
RAVI,Balloki,22-Sept-19,28915,4515
RAVI,Sidhnai,22-Sept-19,15872,1322
SUTLEJ,Sulemanki,22-Sept-19,17290,3973
SUTLEJ,Islam,22-Sept-19,2750,Nil
INDUS,Kalabagh,22-Sept-19,149512,141112
INDUS,Chashma,22-Sept-19,161065,154965
INDUS,Taunsa,22-Sept-19,147988,123699
INDUS,Guddu,22-Sept-19,133900,107600
INDUS,Sukkar,22-Sept-19,91025,37600
INDUS,Kotri,22-Sept-19,47003,10598
JHELUM,Kotli,22-Sept-19,-,2900
JHELUM,Mangla,22-Sept-19,14000,39192
JHELUM,Rasul,22-Sept-19,36375,23610
CHENAB,Jammu Tavi,22-Sept-19,-,-
CHENAB,Marala,22-Sept-19,29588,7738
CHENAB,Khanki,22-Sept-19,8708,955
CHENAB,Qadirabad,22-Sept-19,13000,Nil
CHENAB,Trimmu,22-Sept-19,18857,2757
CHENAB,Punjnad,22-Sept-19,16280,Nil
RAVI,Jassar,22-Sept-19,-,4154
RAVI,Balloki,22-Sept-19,30365,5965
RAVI,Sidhnai,22-Sept-19,16533,1983
SUTLEJ,Sulemanki,22-Sept-19,15318,2001
SUTLEJ,Islam,22-Sept-19,2750,Nil
INDUS,Kalabagh,22-Sept-19,149512,141112
INDUS,Chashma,22-Sept-19,161104,155004
INDUS,Taunsa,22-Sept-19,147988,123699
INDUS,Guddu,22-Sept-19,133900,107600
INDUS,Sukkar,22-Sept-19,91025,37600
INDUS,Kotri,22-Sept-19,47003,10598
JHELUM,Kotli,22-Sept-19,-,2900
JHELUM,Mangla,22-Sept-19,12000,39192
JHELUM,Rasul,22-Sept-19,32470,19705
CHENAB,Jammu Tavi,22-Sept-19,-,-
CHENAB,Marala,22-Sept-19,29638,7738
CHENAB,Khanki,22-Sept-19,11485,3732
CHENAB,Qadirabad,22-Sept-19,12000,Nil
CHENAB,Trimmu,22-Sept-19,17522,1422
CHENAB,Punjnad,22-Sept-19,16280,Nil
RAVI,Jassar,22-Sept-19,-,3901
RAVI,Balloki,22-Sept-19,30365,5965
RAVI,Sidhnai,22-Sept-19,16533,1983
SUTLEJ,Sulemanki,22-Sept-19,15318,2001
SUTLEJ,Islam,22-Sept-19,2750,Nil
INDUS,Kalabagh,23-Sept-19,159662,151262
INDUS,Chashma,23-Sept-19,161234,155134
INDUS,Taunsa,23-Sept-19,142122,114922
INDUS,Guddu,23-Sept-19,128829,102529
INDUS,Sukkar,23-Sept-19,89062,36077
INDUS,Kotri,23-Sept-19,43513,7108
JHELUM,Kotli,23-Sept-19,-,2790
JHELUM,Mangla,23-Sept-19,12000,37831
JHELUM,Rasul,23-Sept-19,24660,11895
CHENAB,Jammu Tavi,23-Sept-19,-,-
CHENAB,Marala,23-Sept-19,29638,7738
CHENAB,Khanki,23-Sept-19,9619,1866
CHENAB,Qadirabad,23-Sept-19,12000,Nil
CHENAB,Trimmu,23-Sept-19,18225,2125
CHENAB,Punjnad,23-Sept-19,15030,Nil
RAVI,Jassar,23-Sept-19,-,4407
RAVI,Balloki,23-Sept-19,28915,4515
RAVI,Sidhnai,23-Sept-19,16533,1983
SUTLEJ,Sulemanki,23-Sept-19,15318,2001
SUTLEJ,Islam,23-Sept-19,2750,Nil
INDUS,Kalabagh,23-Sept-19,167403,159003
INDUS,Chashma,23-Sept-19,161119,155019
INDUS,Taunsa,23-Sept-19,142122,114922
INDUS,Guddu,23-Sept-19,126537,100237
INDUS,Sukkar,23-Sept-19,89062,36077
INDUS,Kotri,23-Sept-19,40368,3963
JHELUM,Kotli,23-Sept-19,-,2900
JHELUM,Mangla,23-Sept-19,13000,30815
JHELUM,Rasul,23-Sept-19,28565,15800
CHENAB,Jammu Tavi,23-Sept-19,-,-
CHENAB,Marala,23-Sept-19,33412,11512
CHENAB,Khanki,23-Sept-19,13351,5598
CHENAB,Qadirabad,23-Sept-19,11650,Nil
CHENAB,Trimmu,23-Sept-19,18225,2125
CHENAB,Punjnad,23-Sept-19,15030,Nil
RAVI,Jassar,23-Sept-19,-,3395
RAVI,Balloki,23-Sept-19,28010,3610
RAVI,Sidhnai,23-Sept-19,16533,1983
SUTLEJ,Sulemanki,23-Sept-19,15318,2001
SUTLEJ,Islam,23-Sept-19,1550,Nil
INDUS,Kalabagh,23-Sept-19,159016,150616
INDUS,Chashma,23-Sept-19,161201,155101
INDUS,Taunsa,23-Sept-19,142122,114922
INDUS,Guddu,23-Sept-19,126537,100237
INDUS,Sukkar,23-Sept-19,89062,36077
INDUS,Kotri,23-Sept-19,38808,3963
JHELUM,Kotli,23-Sept-19,-,2790
JHELUM,Mangla,23-Sept-19,12000,39156
JHELUM,Rasul,23-Sept-19,32470,19705
CHENAB,Jammu Tavi,23-Sept-19,-,-
CHENAB,Marala,23-Sept-19,29638,7738
CHENAB,Khanki,23-Sept-19,14306,6553
CHENAB,Qadirabad,23-Sept-19,13106,Nil
CHENAB,Trimmu,23-Sept-19,18879,2779
CHENAB,Punjnad,23-Sept-19,15169,Nil
RAVI,Jassar,23-Sept-19,-,3648
RAVI,Balloki,23-Sept-19,26840,2440
RAVI,Sidhnai,23-Sept-19,16172,1322
SUTLEJ,Sulemanki,23-Sept-19,15318,2001
SUTLEJ,Islam,23-Sept-19,1550,Nil
INDUS,Kalabagh,23-Sept-19,142438,134038
INDUS,Chashma,23-Sept-19,161719,155619
INDUS,Taunsa,23-Sept-19,142122,114922
INDUS,Guddu,23-Sept-19,126537,100237
INDUS,Sukkar,23-Sept-19,89062,36077
INDUS,Kotri,23-Sept-19,38808,3963
JHELUM,Kotli,23-Sept-19,-,2790
JHELUM,Mangla,23-Sept-19,13000,39156
JHELUM,Rasul,23-Sept-19,32470,19705
CHENAB,Jammu Tavi,23-Sept-19,-,-
CHENAB,Marala,23-Sept-19,27896,5946
CHENAB,Khanki,23-Sept-19,13351,5598
CHENAB,Qadirabad,23-Sept-19,14390,Nil
CHENAB,Trimmu,23-Sept-19,18879,2779
CHENAB,Punjnad,23-Sept-19,15969,Nil
RAVI,Jassar,23-Sept-19,-,2635
RAVI,Balloki,23-Sept-19,26230,1830
RAVI,Sidhnai,23-Sept-19,16172,1322
SUTLEJ,Sulemanki,23-Sept-19,15318,2001
SUTLEJ,Islam,23-Sept-19,1550,Nil
INDUS,Kalabagh,24-Sept-19,151385,142985
INDUS,Chashma,24-Sept-19,160933,154833
INDUS,Taunsa,24-Sept-19,146782,120344
INDUS,Guddu,24-Sept-19,122115,95815
INDUS,Sukkar,24-Sept-19,87029,34444
INDUS,Kotri,24-Sept-19,36268,3963
JHELUM,Kotli,24-Sept-19,-,2900
JHELUM,Mangla,24-Sept-19,12000,31163
JHELUM,Rasul,24-Sept-19,28565,15800
CHENAB,Jammu Tavi,24-Sept-19,-,-
CHENAB,Marala,24-Sept-19,27896,5946
CHENAB,Khanki,24-Sept-19,16901,9148
CHENAB,Qadirabad,24-Sept-19,15707,Nil
CHENAB,Trimmu,24-Sept-19,18879,2779
CHENAB,Punjnad,24-Sept-19,16280,Nil
RAVI,Jassar,24-Sept-19,-,2888
RAVI,Balloki,24-Sept-19,25900,Nil
RAVI,Sidhnai,24-Sept-19,16172,1322
SUTLEJ,Sulemanki,24-Sept-19,15318,2001
SUTLEJ,Islam,24-Sept-19,1550,Nil
INDUS,Kalabagh,24-Sept-19,166787,158387
INDUS,Chashma,24-Sept-19,161079,154979
INDUS,Taunsa,24-Sept-19,146782,120344
INDUS,Guddu,24-Sept-19,122115,95815
INDUS,Sukkar,24-Sept-19,87029,34444
INDUS,Kotri,24-Sept-19,36088,3963
JHELUM,Kotli,24-Sept-19,-,3010
JHELUM,Mangla,24-Sept-19,13000,30815
JHELUM,Rasul,24-Sept-19,28565,15800
CHENAB,Jammu Tavi,24-Sept-19,-,-
CHENAB,Marala,24-Sept-19,29306,7356
CHENAB,Khanki,24-Sept-19,11485,3732
CHENAB,Qadirabad,24-Sept-19,17057,Nil
CHENAB,Trimmu,24-Sept-19,21413,5313
CHENAB,Punjnad,24-Sept-19,16280,Nil
RAVI,Jassar,24-Sept-19,-,2129
RAVI,Balloki,24-Sept-19,25900,Nil
RAVI,Sidhnai,24-Sept-19,15811,661
SUTLEJ,Sulemanki,24-Sept-19,15318,2001
SUTLEJ,Islam,24-Sept-19,1550,Nil
INDUS,Kalabagh,24-Sept-19,152307,143907
INDUS,Chashma,24-Sept-19,161054,154954
INDUS,Taunsa,24-Sept-19,146782,120344
INDUS,Guddu,24-Sept-19,122115,95815
INDUS,Sukkar,24-Sept-19,86040,33990
INDUS,Kotri,24-Sept-19,36266,4811
JHELUM,Kotli,24-Sept-19,-,2900
JHELUM,Mangla,24-Sept-19,13000,14856
JHELUM,Rasul,24-Sept-19,32470,19705
CHENAB,Jammu Tavi,24-Sept-19,-,-
CHENAB,Marala,24-Sept-19,26306,7356
CHENAB,Khanki,24-Sept-19,7753,Nil
CHENAB,Qadirabad,24-Sept-19,18000,Nil
CHENAB,Trimmu,24-Sept-19,24106,5899
CHENAB,Punjnad,24-Sept-19,16280,Nil
RAVI,Jassar,24-Sept-19,-,2035
RAVI,Balloki,24-Sept-19,25900,Nil
RAVI,Sidhnai,24-Sept-19,15250,Nil
SUTLEJ,Sulemanki,24-Sept-19,15318,2001
SUTLEJ,Islam,24-Sept-19,1550,Nil
INDUS,Kalabagh,24-Sept-19,143390,134990
INDUS,Chashma,24-Sept-19,161180,155080
INDUS,Taunsa,24-Sept-19,146782,120344
INDUS,Guddu,24-Sept-19,122115,95815
INDUS,Sukkar,24-Sept-19,86040,33990
INDUS,Kotri,24-Sept-19,36266,4811
JHELUM,Kotli,24-Sept-19,-,3240
JHELUM,Mangla,24-Sept-19,13000,22856
JHELUM,Rasul,24-Sept-19,36030,23610
CHENAB,Jammu Tavi,24-Sept-19,-,-
CHENAB,Marala,24-Sept-19,24617,5667
CHENAB,Khanki,24-Sept-19,9619,1866
CHENAB,Qadirabad,24-Sept-19,16000,Nil
CHENAB,Trimmu,24-Sept-19,23212,6612
CHENAB,Punjnad,24-Sept-19,16280,Nil
RAVI,Jassar,24-Sept-19,-,1941
RAVI,Balloki,24-Sept-19,25900,Nil
RAVI,Sidhnai,24-Sept-19,15250,Nil
SUTLEJ,Sulemanki,24-Sept-19,15318,2001
SUTLEJ,Islam,24-Sept-19,1550,Nil
INDUS,Kalabagh,25-Sept-19,159968,151568
INDUS,Chashma,25-Sept-19,161497,155397
INDUS,Taunsa,25-Sept-19,146782,120344
INDUS,Guddu,25-Sept-19,122115,95815
INDUS,Sukkar,25-Sept-19,83706,33391
INDUS,Kotri,25-Sept-19,36266,4811
JHELUM,Kotli,25-Sept-19,-,3120
JHELUM,Mangla,25-Sept-19,14000,34347
JHELUM,Rasul,25-Sept-19,26215,11895
CHENAB,Jammu Tavi,25-Sept-19,-,-
CHENAB,Marala,25-Sept-19,24617,5667
CHENAB,Khanki,25-Sept-19,7753,Nil
CHENAB,Qadirabad,25-Sept-19,11650,Nil
CHENAB,Trimmu,25-Sept-19,23212,6612
CHENAB,Punjnad,25-Sept-19,16280,Nil
RAVI,Jassar,25-Sept-19,-,2129
RAVI,Balloki,25-Sept-19,27620,1220
RAVI,Sidhnai,25-Sept-19,15250,Nil
SUTLEJ,Sulemanki,25-Sept-19,14346,1029
SUTLEJ,Islam,25-Sept-19,1550,Nil
INDUS,Kalabagh,25-Sept-19,167709,159309
INDUS,Chashma,25-Sept-19,159979,154999
INDUS,Taunsa,25-Sept-19,147670,121073
INDUS,Guddu,25-Sept-19,119860,93560
INDUS,Sukkar,25-Sept-19,83706,33391
INDUS,Kotri,25-Sept-19,36284,5299
JHELUM,Kotli,25-Sept-19,-,4780
JHELUM,Mangla,25-Sept-19,16000,15715
JHELUM,Rasul,25-Sept-19,26215,11895
CHENAB,Jammu Tavi,25-Sept-19,-,-
CHENAB,Marala,25-Sept-19,29884,10934
CHENAB,Khanki,25-Sept-19,11437,3732
CHENAB,Qadirabad,25-Sept-19,11300,Nil
CHENAB,Trimmu,25-Sept-19,23212,6612
CHENAB,Punjnad,25-Sept-19,16280,Nil
RAVI,Jassar,25-Sept-19,-,2035
RAVI,Balloki,25-Sept-19,26500,Nil
RAVI,Sidhnai,25-Sept-19,16572,1322
SUTLEJ,Sulemanki,25-Sept-19,13317,NIL
SUTLEJ,Islam,25-Sept-19,1550,Nil
INDUS,Kalabagh,25-Sept-19,143784,135384
INDUS,Chashma,25-Sept-19,130403,123183
INDUS,Taunsa,25-Sept-19,147670,121073
INDUS,Guddu,25-Sept-19,114840,88540
INDUS,Sukkar,25-Sept-19,83706,33391
INDUS,Kotri,25-Sept-19,36240,6845
JHELUM,Kotli,25-Sept-19,-,3460
JHELUM,Mangla,25-Sept-19,17000,40630
JHELUM,Rasul,25-Sept-19,30820,15800
CHENAB,Jammu Tavi,25-Sept-19,-,-
CHENAB,Marala,25-Sept-19,30351,16401
CHENAB,Khanki,25-Sept-19,11485,3732
CHENAB,Qadirabad,25-Sept-19,12628,Nil
CHENAB,Trimmu,25-Sept-19,21958,5358
CHENAB,Punjnad,25-Sept-19,16280,Nil
RAVI,Jassar,25-Sept-19,-,2129
RAVI,Balloki,25-Sept-19,26500,Nil
RAVI,Sidhnai,25-Sept-19,16572,1322
SUTLEJ,Sulemanki,25-Sept-19,13317,Nil
SUTLEJ,Islam,25-Sept-19,1550,Nil
INDUS,Kalabagh,25-Sept-19,91305,82905
INDUS,Chashma,25-Sept-19,130958,124858
INDUS,Taunsa,25-Sept-19,147670,121073
INDUS,Guddu,25-Sept-19,114840,88540
INDUS,Sukkar,25-Sept-19,83706,33391
INDUS,Kotri,25-Sept-19,36240,6845
JHELUM,Kotli,25-Sept-19,-,3350
JHELUM,Mangla,25-Sept-19,18000,40630
JHELUM,Rasul,25-Sept-19,30820,15800
CHENAB,Jammu Tavi,25-Sept-19,-,-
CHENAB,Marala,25-Sept-19,24884,10934
CHENAB,Khanki,25-Sept-19,9619,1866
CHENAB,Qadirabad,25-Sept-19,13912,Nil
CHENAB,Trimmu,25-Sept-19,21958,5358
CHENAB,Punjnad,25-Sept-19,16280,Nil
RAVI,Jassar,25-Sept-19,-,1941
RAVI,Balloki,25-Sept-19,26000,Nil
RAVI,Sidhnai,25-Sept-19,16572,1322
SUTLEJ,Sulemanki,25-Sept-19,13317,Nil
SUTLEJ,Islam,25-Sept-19,1550,Nil
INDUS,Kalabagh,26-Sept-19,129005,120605
INDUS,Chashma,26-Sept-19,126096,119996
INDUS,Taunsa,26-Sept-19,147670,121073
INDUS,Guddu,26-Sept-19,110372,84072
INDUS,Sukkar,26-Sept-19,83015,33550
INDUS,Kotri,26-Sept-19,36334,8279
JHELUM,Kotli,26-Sept-19,-,3240
JHELUM,Mangla,26-Sept-19,17000,34660
JHELUM,Rasul,26-Sept-19,20361,5341
CHENAB,Jammu Tavi,26-Sept-19,-,-
CHENAB,Marala,26-Sept-19,24884,10934
CHENAB,Khanki,26-Sept-19,11485,3732
CHENAB,Qadirabad,26-Sept-19,15196,Nil
CHENAB,Trimmu,26-Sept-19,21958,5358
CHENAB,Punjnad,26-Sept-19,16280,Nil
RAVI,Jassar,26-Sept-19,-,2129
RAVI,Balloki,26-Sept-19,24500,Nil
RAVI,Sidhnai,26-Sept-19,16572,1322
SUTLEJ,Sulemanki,26-Sept-19,14590,1273
SUTLEJ,Islam,26-Sept-19,1150,Nil
INDUS,Kalabagh,26-Sept-19,159970,151570
INDUS,Chashma,26-Sept-19,140010,135030
INDUS,Taunsa,26-Sept-19,147670,121073
INDUS,Guddu,26-Sept-19,109500,83200
INDUS,Sukkar,26-Sept-19,83015,33550
INDUS,Kotri,26-Sept-19,36491,9736
JHELUM,Kotli,26-Sept-19,-,3010
JHELUM,Mangla,26-Sept-19,17000,15715
JHELUM,Rasul,26-Sept-19,30820,15800
CHENAB,Jammu Tavi,26-Sept-19,-,-
CHENAB,Marala,26-Sept-19,32090,18090
CHENAB,Khanki,26-Sept-19,15193,7464
CHENAB,Qadirabad,26-Sept-19,14428,Nil
CHENAB,Trimmu,26-Sept-19,21958,5358
CHENAB,Punjnad,26-Sept-19,16280,Nil
RAVI,Jassar,26-Sept-19,-,1941
RAVI,Balloki,26-Sept-19,21500,Nil
RAVI,Sidhnai,26-Sept-19,16245,995
SUTLEJ,Sulemanki,26-Sept-19,14590,1273
SUTLEJ,Islam,26-Sept-19,1150,Nil
INDUS,Kalabagh,26-Sept-19,136347,127947
INDUS,Chashma,26-Sept-19,141105,135005
INDUS,Taunsa,26-Sept-19,147670,121073
INDUS,Guddu,26-Sept-19,109500,83200
INDUS,Sukkar,26-Sept-19,83015,33550
INDUS,Kotri,26-Sept-19,36277,11172
JHELUM,Kotli,26-Sept-19,-,3010
JHELUM,Mangla,26-Sept-19,18000,60546
JHELUM,Rasul,26-Sept-19,38630,23610
CHENAB,Jammu Tavi,26-Sept-19,-,-
CHENAB,Marala,26-Sept-19,30451,16401
CHENAB,Khanki,26-Sept-19,13327,5598
CHENAB,Qadirabad,26-Sept-19,15745,Nil
CHENAB,Trimmu,26-Sept-19,20047,3447
CHENAB,Punjnad,26-Sept-19,16280,Nil
RAVI,Jassar,26-Sept-19,-,2035
RAVI,Balloki,26-Sept-19,21500,Nil
RAVI,Sidhnai,26-Sept-19,15911,661
SUTLEJ,Sulemanki,26-Sept-19,13317,Nil
SUTLEJ,Islam,26-Sept-19,1150,Nil
INDUS,Kalabagh,26-Sept-19,136347,127947
INDUS,Chashma,26-Sept-19,141097,134997
INDUS,Taunsa,26-Sept-19,147670,121073
INDUS,Guddu,26-Sept-19,109500,83200
INDUS,Sukkar,26-Sept-19,83015,33550
INDUS,Kotri,26-Sept-19,36277,11172
JHELUM,Kotli,26-Sept-19,-,3010
JHELUM,Mangla,26-Sept-19,17000,60546
JHELUM,Rasul,26-Sept-19,26945,11895
CHENAB,Jammu Tavi,26-Sept-19,-,-
CHENAB,Marala,26-Sept-19,30501,16401
CHENAB,Khanki,26-Sept-19,20839,13110
CHENAB,Qadirabad,26-Sept-19,16870,Nil
CHENAB,Trimmu,26-Sept-19,20047,3447
CHENAB,Punjnad,26-Sept-19,16280,Nil
RAVI,Jassar,26-Sept-19,-,1941
RAVI,Balloki,26-Sept-19,21500,Nil
RAVI,Sidhnai,26-Sept-19,15911,661
SUTLEJ,Sulemanki,26-Sept-19,13317,Nil
SUTLEJ,Islam,26-Sept-19,1150,Nil
INDUS,Kalabagh,27-Sept-19,152309,143909
INDUS,Chashma,27-Sept-19,139374,134394
INDUS,Taunsa,27-Sept-19,147670,121073
INDUS,Guddu,27-Sept-19,111700,85400
INDUS,Sukkar,27-Sept-19,79985,32070
INDUS,Kotri,27-Sept-19,36965,17510
JHELUM,Kotli,27-Sept-19,-,2900
JHELUM,Mangla,27-Sept-19,12000,27837
JHELUM,Rasul,27-Sept-19,26945,11895
CHENAB,Jammu Tavi,27-Sept-19,-,-
CHENAB,Marala,27-Sept-19,30501,16401
CHENAB,Khanki,27-Sept-19,20839,13110
CHENAB,Qadirabad,27-Sept-19,23399,5399
CHENAB,Trimmu,27-Sept-19,20047,3447
CHENAB,Punjnad,27-Sept-19,15830,Nil
RAVI,Jassar,27-Sept-19,-,2129
RAVI,Balloki,27-Sept-19,21500,Nil
RAVI,Sidhnai,27-Sept-19,15250,Nil
SUTLEJ,Sulemanki,27-Sept-19,12438,428
SUTLEJ,Islam,27-Sept-19,1150,Nil
INDUS,Kalabagh,27-Sept-19,152309,143909
INDUS,Chashma,27-Sept-19,141098,134998
INDUS,Taunsa,27-Sept-19,147670,121073
INDUS,Guddu,27-Sept-19,113870,87570
INDUS,Sukkar,27-Sept-19,79985,32070
INDUS,Kotri,27-Sept-19,36965,17510
JHELUM,Kotli,27-Sept-19,-,4530
JHELUM,Mangla,27-Sept-19,35000,15715
JHELUM,Rasul,27-Sept-19,42565,27515
CHENAB,Jammu Tavi,27-Sept-19,-,-
CHENAB,Marala,27-Sept-19,36128,21668
CHENAB,Khanki,27-Sept-19,20754,13110
CHENAB,Qadirabad,27-Sept-19,23399,5399
CHENAB,Trimmu,27-Sept-19,20047,3447
CHENAB,Punjnad,27-Sept-19,15637,Nil
RAVI,Jassar,27-Sept-19,-,2382
RAVI,Balloki,27-Sept-19,21500,Nil
RAVI,Sidhnai,27-Sept-19,14000,Nil
SUTLEJ,Sulemanki,27-Sept-19,11470,437
SUTLEJ,Islam,27-Sept-19,1150,Nil
INDUS,Kalabagh,27-Sept-19,137702,129302
INDUS,Chashma,27-Sept-19,141089,134989
INDUS,Taunsa,27-Sept-19,140597,115269
INDUS,Guddu,27-Sept-19,113870,87570
INDUS,Sukkar,27-Sept-19,79985,32070
INDUS,Kotri,27-Sept-19,36965,17510
JHELUM,Kotli,27-Sept-19,-,3930
JHELUM,Mangla,27-Sept-19,21000,62857
JHELUM,Rasul,27-Sept-19,48470,31420
CHENAB,Jammu Tavi,27-Sept-19,-,-
CHENAB,Marala,27-Sept-19,37190,18090
CHENAB,Khanki,27-Sept-19,25333,17689
CHENAB,Qadirabad,27-Sept-19,23399,5399
