River,Gauge Site,Date,Time,Up Stream Gauge,Up Stream Discharge,Down Stream Gauge,Down Stream Discharge,Flood Limit in Lac Cusecs (Low),Flood Limit in Lac Cusecs (Med),Flood Limit in Lac Cusecs (High),Flood Limit in Lac Cusecs     (V High),Flood Limit in Lac Cusecs     (Except. High),Remarks,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
